PLACE_NM,TRRSRT_ROAD_NM_ADDR,TRNSPORT_INFO_CN,CRSLK_ADDR,CRSLK_ROAD_NM,CHILD_PRTC_ZONE_AT,CRSLK_LA,CRSLK_LO
유치환우체통,초량이바구길 부산광역시 동구 중앙대로 209번길 16,"도시철도 1호선 부산역 7번 출구 도보 2분, 초량역 1번 출구 도보 8분, 버스 26, 27, 40, 41, 59, 81, 87, 103, 1003, 1004 부산역 하차 도보 2분, 주차 인근 공영주차장",부산 동구 초량동 827-145,망양로,Y,35.12176,129.03336
중앙공원,"중앙공원 부산광역시 서구 망양로 193번길 187, 민주공원 부산광역시시 중구 민주공원길 19","도시철도 1호선 초량역 1번 출구 → 508 버스 환승 → 중앙공원?민주공원 하차 도보 6분, 1호선 동대신역 3번 출구 → 중구1 마을버스 환승 → 중앙공원?민주공원 하차 도보 5분, 버스 38 43 508 70 중앙공원?민주공원 하차, 주차 중앙공원?민주공원 공영주차장",부산 서구 동대신동2가 102-35,망양로,N,35.11318,129.026
유엔기념공원,유엔기념공원 부산광역시 남구 유엔평화로 93 유엔평화기념관 부산광역시 남구 홍곡로320번길 106,"유엔기념공원, 도시철도 2호선 대연역 3번 출구 도보 18분, 버스 134, 68, 138, 138-1, 1006 유엔공원?부산문화회관 하차, 부산시티투어버스 : 부산역(레드라인) → 유엔기념공원 하차, 유엔평화기념관, 버스 134, 68, 51 석포초 하차 도보 7분",부산 남구 대연동 737-9,유엔평화로,Y,35.12625,129.09576
국립해양박물관,부산시 영도구 해양로301번길 45,"도시철도 1호선 남포역 6번 출구 → 186, 66번 버스 환승 → 국립해양박물관 하차, 부산시티투어버스 부산역(점보버스) → 국립해양박물관 하차, 주차 국립해양박물관 주차장 (유료)",부산 영도구 동삼동 254-25,해양로,N,35.08065,129.075
부산치유의숲,부산광역시시 기장군 철마면 철마천로 101,"도시철도 1호선 범어사역 2번 출구, 마을버스 기장군2-3 환승, 부산치유의 숲 하차, 주차 부산치유의 숲 주차장",부산 금정구 두구동 614-4,체육공원로,N,35.28727,129.10874
부산아쿠아리움,부산광역시 해운대구 해운대해변로 266,"도시철도 2호선 해운대역 지하철 3, 5번 출구 도보 10분, 버스 139, 307 해운대해수욕장 입구 하차, 시티투어버스 부산역(레드라인) → 해운대해수욕장 하차, 주차 SEALIFE 부산아쿠아리움 주차장(유료)",부산 해운대구 중동 1439-32,해운대해변로,N,35.15959,129.16081
해운대 해수욕장,부산광역시 해운대구 해운대해변로 264,"도시철도 2호선 해운대역 하차 5번 출구 도보 15분, 버스 139, 307, 1003, 해운대해수욕장 하차, 부산시티투어버스 부산역(레드라인) → 해운대해수욕장 하차, 주차 해운대해수욕장 공영주차장",부산 해운대구 중동 1439-32,해운대해변로,N,35.16101,129.16355
해운대 포장마차,부산광역시 해운대구 해운대해변로 236,"도시철도 2호선 해운대역 5번 출구 도보 15분, 버스 139, 307, 1003, 해운대해수욕장 하차, 부산시티투어버스 레드라인 해운대해수욕장 하차, 주차 해운대 해수욕장 공영주차장",부산 해운대구 우동 1151-5,해운대해변로,N,35.15857,129.15604
고흐의길,부산광역시 해운대구 해운대로 898,"지하철 이용 시 : 2호선 장산역 1번 출구 도보 19분, 버스 이용 시 : 141, 39, 63, 181, 100-1 신도시시장.아세안문화원 하차 → 도보 8분",부산 해운대구 좌동 1422,해운대로,Y,35.17614,129.18311
NC백화점 해운대점,부산광역시 해운대구 해운대로 813,"도시철도 2호선 장산역 6번 출구 도보 1분, 버스 115-1, 182, 185, 1011 장산역 하차 도보 3분, 주차 NC백화점 해운대점 주차장",부산 해운대구 좌동 1471,세실로,Y,35.17042,129.17773
라벨라치타,부산광역시 해운대구 청사포로58번길 38,해운대 마을버스 2번 '새터'역에서 하차 후 도보 2분,부산 해운대구 중동 456,청사포로,Y,35.16259,129.1875
청사포,부산광역시 해운대구 청사포로128번길 25,"도시철도 2호선 장산역 5번 출구 → 마을버스 해운대구2 환승 → 청사포 슈퍼 하차 도보 3분, 부산시티투어버스 레드라인(부산역) → 블루라인 환승(해운대해수욕장) → 청사포 하차, 주차 청사포 공영주차장",부산 해운대구 중동 456,청사포로,Y,35.16248,129.18754
장산,부산광역시 해운대구 좌동 1390(대천공원),"도시철도 2호선 장산역 10번 출구 도보 26분, 버스 100-1, 115-1, 181, 40, 63 대림3차아파트 하차 도보 15분, 주차 대천공원 공영주차장(유료) 도보 5분",부산 해운대구 재송동 1171,재송2로,Y,35.1929,129.12961
장산 계곡,부산광역시 해운대구 장산로 331-9,"도시철도 2호선 장산역 10번 출구 택시 이용, 주차 대천공원 공영주차장",부산 해운대구 좌동 1381,양운로,Y,35.17995,129.16784
해리단길,부산광역시 해운대구 우동,"도시철도 2호선 해운대역 4번 출구 도보 4분, 버스 100, 100-1, 115-1, 141, 181, 200, 31, 38, 39, 63, 1001, 1006, 1011 해운대도시철도역 하차 도보 5분, 주차 인근 주차장",부산 해운대구 우동 513-2,우동1로,N,35.16443,129.15698
APEC나루공원,부산광역시 해운대구 수영강변대로 93,"도시철도 2호선 센텀시티역 12번 출구 도보 10분, 버스 139 영화의전당 하차 도보 3분",부산 해운대구 우동 1524,수영강변대로,N,35.17041,129.13424
부산문화콘텐츠콤플렉스,부산광역시 해운대구 수영강변대로 140,도시철도 2호선 센텀시티역 6번 출구 도보 8분,부산 해운대구 우동 1524,센텀서로,N,35.17247,129.12726
영화의전당,부산광역시 해운대구 수영강변대로 120,"도시철도 2호선 센텀시티역 6번 출구 도보 5분, 버스 115, 181, 307, 해운대구3-1, 해운대구3-2 시청자미디어센터?KNN방송국 하차 도보 8분",부산 해운대구 우동 1524,수영강변대로,N,35.17034,129.13421
송정해수욕장,부산광역시 해운대구 송정해변로 62,"도시철도 2호선 해운대역 하차 → 해운대 정류장 139, 182, 200, 38, 39, 40, 63, 1001, 1003, 1011 버스 환승 → 송정해수욕장 입구 하차 도보 12분, 동해선 송정역 하차 도보 17분, 버스 100, 100-1, 139, 141, 181, 182, 185, 200, 38, 39, 40, 63 송정1단지주공 하차",부산 해운대구 송정동 713-8,송정해변로,N,35.17859,129.19873
부산시청자미디어센터,부산광역시 해운대구 센텀중앙로 42,"도시철도 2호선 센텀시티역 4번 출구 도보 7분, 버스 115, 181, 307, 해운대구3-1, 해운대구3-2 시청자미디어센터 하차, 주차 부산시청자미디어센터 주차장",부산 해운대구 우동 1524,센텀중앙로,N,35.17032,129.13421
뮤지엄다,부산광역시 해운대구 센텀서로 20,"도시철도 2호선 센텀시티역 6번 출구 도보 5분, 버스 141, 155, 40, 5-1, 63, 1001, 1002, 1007번 센텀시티역 하차 도보 7분",부산 해운대구 우동 1524,센텀5로,N,35.17042,129.1342
부산디자인진흥원,부산광역시 해운대구 센텀동로 57,도시철도 2호선 센텀시티역 4번 출구에서 도보 13분,부산 해운대구 우동 1524,센텀동로,Y,35.17397,129.13012
롯데백화점 센텀시티점,부산광역시 해운대구 센텀남대로 59,"도시철도 2호선 센텀시티역 하차, 지하 연결통로 이용 도보 2분, 버스 115, 181, 307 롯데백화점 센텀시티점 하차, 주차 롯데백화점 센텀시티점 주차장",부산광역시 해운대구 센텀남대로 59,센텀중앙로,N,35.16946,129.13215
신세계백화점 센텀시티점,부산광역시 해운대구 센텀남대로 35 / 센텀4로 15,"도시철도 2호선 센텀시티역 하차, 지하 연결통로 이용 도보 2분, 버스 141, 155, 39, 40, 5-1, 63 신세계센텀시티 하차 도보 4분, 주차 신세계백화점 센텀시티점 주차장",부산 해운대구 우동 1524,센텀남대로,N,35.16766,129.12918
신세계면세점 부산점,부산광역시 해운대구 센텀남대로 35 / 센텀4로 15,"도시철도 2호선 센텀시티역 10번, 12번 출구 도보 8분, 버스 5-1, 39, 40, 63, 141, 155 신세계센텀시티 하차 도보 7분, 주차 신세계 센텀시티몰 주차장",부산 해운대구 우동 1524,센텀남대로,N,35.16766,129.12918
키자니아,부산광역시 해운대구 센텀4로 15 센텀시티몰 4층,"도시철도 2호선 센텀시티역 신세계백화점 후문 센텀시티 몰 3번 게이트 입장, 버스 5-1, 36, 39, 40, 63, 115 , 139, 141, 155, 181, 307, 1001, 1002 신세계 센텀시티역 하차",부산 해운대구 우동 1524,센텀4로,N,35.16977,129.12933
수영강시민공원,부산광역시 해운대구 반여동 1502-16,동해선 부산원동역 2번 출구 도보 15분,부산 해운대구 반여동 1199-15,수영강변대로,Y,35.20046,129.11678
영화의 거리,부산광역시 해운대구 마린시티1로 91,도시철도 2호선 동백역 3번 출구 도보 18분,부산 해운대구 우동 1447,마린시티1로,Y,35.15542,129.14174
동백해안산책로,부산광역시 해운대구 동백로 99,"도시철도 2호선 동백역 1번 출구 도보 20분 버스 139, 307, 1003, 동백섬입구 하차 부산시티투어버스 부산역(레드라인) → 해운대해수욕장 하차 주차 동백공원 공영주차장",부산 해운대구 우동 730-28,동백로,N,35.15625,129.15342
미포,부산광역시 해운대구 달맞이길62번길,도시철도 2호선 중동역 7번 출구 도보 17분,부산 해운대구 중동 941-3,달맞이길,Y,35.16138,129.17134
해운대시장,부산광역시 해운대구 구남로41번길 22-1,"도시철도 2호선 해운대역 3번 출구 도보 7분, 버스 100, 115-1, 141, 200, 307, 39 해운대시장 하차",부산 해운대구 중동 1372-3,구남로,N,35.16059,129.16144
부산시립미술관,부산광역시 해운대구 APEC로 58,"도시철도 2호선 벡스코(시립미술관)역 5번 출구, 주차 09:00~19:00 유료",부산 해운대구 우동 1127-46,APEC로,N,35.16678,129.13508
벡스코,부산광역시 해운대구 APEC로 55,"도시철도 2호선 센텀시티역 1번 출구 도보 6분, 버스 100, 100-1, 115-1, 139, 141, 181, 200, 31, 39, 40, 63 벡스코 시립미술관 하차",부산 해운대구 우동 1524,센텀3로,N,35.17036,129.13419
보수동책방골목,부산광역시 중구 책방골목길 16,"도시철도 1호선 자갈치역 3번 출구 도보 11분, 버스 40, 81 보수동책방골목 하차, 버스 103, 11, 113, 8, 96 부평시장 하차",부산 중구 보수동1가 132-5,대청로,Y,35.10324,129.02675
롯데백화점 광복점,부산광역시 중구 중앙대로 2,"도시철도 1호선 남포역 하차, 8번 출구방향 지하 연결통로 이용 도보 2분, 버스 186, 190, 508, 66, 82, 85 영도대교 하차 도보 3분, 주차 롯데백화점 광복점 주차장",부산 중구 동광동1가 50,태종로,N,35.098,129.0356
국제시장,부산광역시 중구 중구로 36,"지하철 이용 시 : 1호선 자갈치역 7번 출구 도보 6분, 버스 이용 시 : 86, 186 국제시장 하차 → 도보 3분",부산 중구 부평동1가 51-1,광복로,N,35.09945,129.02776
핸드메이드 캔들 원데이 클래스,부산광역시 중구 중구로 28 국제시장 6공구 B동 2층,"도시철도 1호선 자갈치역 7번 출구 도보 5분, 버스 5-1, 27, 41, 1003, 8, 9, 11, 17, 26, 70, 87, 103, 134, 1000, 1004 남포동 하차 도보 이동, 주차 인근 공영주차장",부산광역시 중구 중구로 28,중구로,N,35.10029,129.02783
자갈치시장,부산광역시 중구 자갈치해안로 52,"지하철 이용 시 : 1호선 남포역 2번 출구 도보 4분, 버스 이용 시 : 5-1, 27, 41, 61 자갈치시장 하차 → 도보 2분",부산 중구 남포동5가 105-2,자갈치로,N,35.09759,129.02938
용두산공원,부산광역시 중구 용두산길 37-55,"도시철도 1호선 중앙역 1번 출구 도보 6분, 1호선 남포역 7번 출구 도보 7분, 버스 126, 15, 186, 81, 86 백산기념관 하차 도보 6분, 134, 26, 30, 7, 71, 9, 103, 11, 113, 126, 15 남포동 하차 도보 10분, 주차 용두산공원 공영주차장(유료)",부산 중구 대청동1가 36-5,대청로,Y,35.10291,129.03291
부산면세점 용두산점,부산광역시 중구 용두산길 37-55,"도시철도 1호선 중앙영 1번 출구 도보 6분, 버스 126, 15, 186, 81, 86 백산기념관?영화체험박물관 하차 도보 6분, 주차 용두산 공영주차장",부산광역시 중구 용두산길 37-55,대청로,Y,35.10286,129.03273
부산 한복체험,부산광역시 중구 용두산길 37-55,"도시철도, 1호선 중앙역 1번 출구 도보 6분, 버스 134, 26, 30, 7, 71, 9, 103, 11, 113, 126, 15 남포동 하차 도보 10분 , 주차 용두산공원 공영주차장(유료)",부산 중구 대청동1가 50-1,대청로,Y,35.10286,129.03248
깡통시장,부산광역시 중구 부평1길 48,"지하철 이용 시 : 1호선 자갈치역 3번 출구 도보 9분, 버스 이용 시 : 40, 81 보수동책방골목 하차 → 도보 4분",부산 중구 보수동2가 119,대청로,Y,35.10316,129.02503
부평깡통시장,부산광역시 중구 부평1길 48,"도시철도 1호선 자갈치역 3번 출구 도보 9분, 버스 8, 11, 96, 103, 113, 중구1 부평시장 하차 도보 2분, 주차 인근 유료주차장",부산 중구 부평동3가 80,흑교로,N,35.10198,129.02517
부산기상관측소,부산광역시 중구 복병산길32번길 5-11,"도시철도 1호선 중앙역 11번 출구 도보 8분, 버스 186, 86 새들맨션 하차 도보 6분",부산 중구 대청동4가 102,중구로,Y,35.10493,129.0308
한성1918,부산광역시 중구 백산길 13,"도시철도 1호선 중앙역 1번 출구 도보 3분, 버스 15, 81, 86, 126, 186 백산기념관 하차 도보 1분",부산 중구 동광동4가 27,대청로,Y,35.10282,129.03415
백산기념관,부산광역시 중구 백산길 11,"도시철도 1호선 중앙역 1번 출구 도보 3분, 버스 15, 81, 86, 126, 186 백산기념관 하차 도보 1분",부산 중구 동광동4가 27,동광길,Y,35.10282,129.03415
민주공원,부산광역시 중구 민주공원길,"도시철도 1호선 초량역 1번 출구 → 508 버스 환승 → 민주공원 하차 도보 6분, 주차 민주공원 공영주차장",부산 서구 동대신동2가 102-13,망양로,Y,35.11305,129.02599
40계단,부산광역시 중구 동광길49,"도시철도 1호선 중앙역 11번 출구 도보 5분, 버스 17 26 27 40 41 61 82 85 87 103 134 190 1003 중앙동 하차",부산 중구 중앙동3가 20,대청로,Y,35.102,129.03595
부산영화체험박물관,부산광역시 중구 대청로126번길 12,"도시철도 1호선 중앙역 5번 출구 도보 5분, 버스 126, 15, 186, 81, 86 백산기념관 하차 도보 3분, 주차 부산영화체험박물관 주차장(1시간 무료)",부산 중구 동광동4가 27,대청로,Y,35.10282,129.03415
BIFF광장,부산광역시 중구 남포동3가 1-1,"지하철 이용 시 : 1호선 자갈치역 7번 출구 도보 8분, 버스 이용 시 : 41, 27 자갈치역.비프광장 하차 → 도보 2분",부산 중구 부평동2가 46,보수대로,Y,35.09849,129.02525
광복로패션거리,부산광역시 중구 광복로,"도시철도 1호선 남포역 3번 출구 도보 5분, 버스 6, 8, 11, 15, 17, 61, 70, 86, 87, 103, 113, 126 남포동 하차, 주차 인근 공영주차장",부산 중구 창선동2가 45-14,광복로,N,35.0993,129.02785
봉래시장,부산광역시 영도구 태종로113번길 39,"도시철도 1호선 남포역 6번 출구 도보 23분, 버스 30, 113, 8, 190, 186, 66, 88 해동병원 하차, 주차 봉래시장 공영주차장(유료)",부산광역시 영도구 태종로113번길 39,대교로,Y,35.09303,129.04441
영도대교,부산광역시 영도구 태종로 46,"도시철도 1호선 남포동 6, 8번출구 도보 4분, 버스 6, 7, 9, 71, 508, 82, 85, 113, 66, 186, 30, 8, 190, 88, 30 영도대교 하차",부산 영도구 대교동1가 190-1,태종로,Y,35.09319,129.03739
남항시장,부산광역시 영도구 절영로49번길 73-5,"도시철도 1호선 남포역 6번 출구 도보 25분, 버스 82, 85 남항시장 하차, 주차 남항시장 공영주차장(유료)",부산 영도구 영선동2가 245,태종로,Y,35.08826,129.04226
태종대,부산광역시 영도구 전망로 24,"도시철도 1호선 부산역 7번 출구 → 66, 88, 101 버스 환승 → 태종대(태종대온천) 하차, 버스 8, 30, 66, 88, 101, 186 태종대(태종대온천) 하차, 주차 정문입구 주차장(버스전용), 제7주차장, 자유랜드 주차장 (유료)",부산 영도구 동삼동 1023-1,태종로,Y,35.06231,129.0812
영도 청학배수지 전망대,부산광역시 영도구 와치로 36,"버스 9, 마을버스 영도구5, 영도구7 이용 (구)해사고 정류장 하차",부산 영도구 청학동 68-283,일산봉로,Y,35.08838,129.06462
봉래산,부산광역시 영도구 신선동3가 산3,"도시철도 1호선 남포역 6번 출구 → 버스 508, 71 환승 → 절영종합사회복지관 하차 등산로 방향 도보 이동",부산 영도구 신선동3가 115-6,중복길,Y,35.08176,129.04496
신선중학교,부산광역시 영도구 복지관길 40,"버스 6, 82, 85, 9 신선중학교 하차 도보 3분",부산 영도구 영선동4가 674,하나길,Y,35.08104,129.04442
아미르공원,부산광역시 영도구 동삼동 1165,"버스 190, 30, 8, 101, 88 동삼혁신지구입구 하차, 도보 5분, 주차 국립해양박물관 주차장",부산 영도구 동삼동 1125-24,해양로,Y,35.0779,129.07495
