no,KEYID,Value,AREA_CLTUR_TRRSRT_NM,PBTRNSP_CL_NM,PBTRNSP_FCLTY_NM,BSTP_NO_NM,ENTRC_NM,PBTRNSP_FCLTY_ADDR,FCLTY_LA,FCLTY_LO,DSTNC_VALUE,OPN_DE
547,23,b,부산 원도심 근대문화유산,시내버스,자유APT버스정류장,,,부산광역시 서구 서대신동3가 704-14,35.11202711,129.008818,2.478154,20231230
548,23,b,부산 원도심 근대문화유산,시내버스,구성분도병원버스정류장,03-083,,부산광역시 동구 초량동 92-30,35.12252674,129.0403583,2.5069955,20231230
549,23,b,부산 원도심 근대문화유산,시내버스,이송도곡각지버스정류장,04-036,,부산광역시 영도구 영선동4가 416,35.0801432,129.0440464,2.5411169,20231230
550,23,s1,부산 원도심 근대문화유산,지하철(1호선),초량역,,9번출구,부산광역시 동구 초량동 1170,35.12201801,129.0432529,2.5426347,20231230
551,23,b,부산 원도심 근대문화유산,시내버스,암남동주민센터버스정류장,02-126,,부산광역시 서구 암남동 32509,35.07985738,129.0213297,2.5520968,20231230
552,23,b,부산 원도심 근대문화유산,시내버스,이송도곡각지버스정류장,04-035,,부산광역시 영도구 영선동4가 502,35.08013744,129.0444415,2.5568398,20231230
553,23,b,부산 원도심 근대문화유산,시내버스,청학시장버스정류장,04-160,,부산광역시 영도구 청학동 256-44,35.09405344,129.0592844,2.5588482,20231230
554,23,b,부산 원도심 근대문화유산,시내버스,암남동주민센터버스정류장,02-127,,부산광역시 서구 암남동 32629,35.07965334,129.0217035,2.5597692,20231230
555,23,b,부산 원도심 근대문화유산,시내버스,구침례병원버스정류장,03-092,,부산광역시 동구 초량동 1163-6,35.12229969,129.0438678,2.5934482,20231230
556,23,b,부산 원도심 근대문화유산,시내버스,초량6동버스정류장,03-040,,부산광역시 동구 초량동 754-5,35.12428732,129.0348518,2.6063862,20231230
557,23,b,부산 원도심 근대문화유산,시내버스,창신슈퍼버스정류장,04-167,,부산광역시 영도구 청학동 466-15,35.08996208,129.0579035,2.6178138,20231230
558,23,b,부산 원도심 근대문화유산,시내버스,프랑스문화원버스정류장,03-090,,부산광역시 동구 초량동 1142,35.12267317,129.0435823,2.6214029,20231230
559,23,b,부산 원도심 근대문화유산,시내버스,대티터널입구버스정류장,10-035,,부산광역시 사하구 괴정동 347-13,35.10369203,129.0036412,2.6381154,20231230
560,23,b,부산 원도심 근대문화유산,시내버스,신익아파트버스정류장,02-125,,부산광역시 서구 암남동 180-1,35.07936154,129.0202902,2.6409942,20231230
561,23,b,부산 원도심 근대문화유산,시내버스,괴정2치안센터버스정류장,10-042,,부산광역시 사하구 괴정동 203-31,35.10549627,129.0037138,2.6624038,20231230
562,23,b,부산 원도심 근대문화유산,시내버스,청학동부산은행버스정류장,04-067,,부산광역시 영도구 청학동 221-6,35.09655013,129.0614609,2.6844436,20231230
563,24,b,부산 유엔평화기념관,시내버스,문현로타리버스정류장,,,부산광역시 남구 문현동 359-1,35.13714436,129.0716259,2.4017081,20231230
564,24,b,부산 유엔평화기념관,시내버스,삼익유수풀장버스정류장,,,부산광역시 수영구 남천동 148-8,35.13962147,129.1142822,2.5277185,20231230
565,24,b,부산 유엔평화기념관,시내버스,삼익타워버스정류장,,,부산광역시 수영구 남천동 148-49,35.14127334,129.1130806,2.5738096,20231230
566,24,b,부산 유엔평화기념관,시내버스,문현교차로버스정류장,07-045,,부산광역시 남구 문현동 896-1,35.13477173,129.0675022,2.5936281,20231230
567,24,b,부산 유엔평화기념관,시내버스,곱창골목입구버스정류장,,,부산광역시 남구 문현동 888-6,35.13553083,129.067876,2.6007647,20231230
568,24,b,부산 유엔평화기념관,시내버스,벽산아파트버스정류장,,,부산광역시 남구 용호동 776,35.10995443,129.1155844,2.6137512,20231230
569,24,b,부산 유엔평화기념관,시내버스,벽산아파트입구버스정류장,,,부산광역시 남구 용호동 산92-16,35.10878897,129.1148367,2.6464009,20231230
570,24,b,부산 유엔평화기념관,시내버스,문현교차로버스정류장,07-044,,부산광역시 남구 문현동 821,35.13476593,129.0668422,2.647684,20231230
571,25,b,부산 임시수도 정부청사,시내버스,부산컴퓨터과학고교버스정류장,03-042,,부산광역시 동구 초량동 795-32,35.12217392,129.0339057,2.3067039,20231230
572,25,b,부산 임시수도 정부청사,시내버스,감천사거리버스정류장,,,부산광역시 사하구 감천동 468-22,35.08786851,129.0052851,2.3117838,20231230
573,25,b,부산 임시수도 정부청사,시내버스,감천우체국버스정류장,10-006,,부산광역시 사하구 감천동 468-1,35.08776166,129.0052641,2.3227096,20231230
574,25,b,부산 임시수도 정부청사,시내버스,제일은행버스정류장,,,부산광역시 영도구 남항동1가 32264,35.09056134,129.0386411,2.3775227,20231230
575,25,b,부산 임시수도 정부청사,시내버스,중앙부두버스정류장,03-062,,부산광역시 동구 초량동 1185-1,35.11406366,129.0434538,2.396691,20231230
576,25,b,부산 임시수도 정부청사,시내버스,부산고교버스정류장,03-069,,부산광역시 동구 초량동 281-17,35.12026458,129.038365,2.4059578,20231230
577,25,b,부산 임시수도 정부청사,시내버스,영도병원버스정류장,,,부산광역시 영도구 대교동2가 28126,35.09197648,129.0405828,2.4114477,20231230
578,25,b,부산 임시수도 정부청사,시내버스,초량시장입구버스정류장,03-074,,부산광역시 동구 초량동 197-41,35.11846984,129.0405776,2.4264201,20231230
579,25,s1,부산 임시수도 정부청사,지하철(1호선),괴정역,,5번출구,부산광역시 사하구 괴정동 934-3,35.10033714,128.9933459,2.436628,20231230
580,25,b,부산 임시수도 정부청사,시내버스,뉴코아아울렛버스정류장,,,부산광역시 사하구 괴정동 955-4,35.09784794,128.9941139,2.4454391,20231230
581,25,b,부산 임시수도 정부청사,시내버스,초량시장입구버스정류장,03-073,,부산광역시 동구 초량동 174-59,35.11865201,129.0408295,2.456938,20231230
582,25,b,부산 임시수도 정부청사,시내버스,부일전자외국어고교버스정류장,,,부산광역시 사하구 감천동 715-1,35.08963484,129.0001162,2.4629816,20231230
583,25,b,부산 임시수도 정부청사,시내버스,영도우체국버스정류장,04-009,,부산광역시 영도구 대교동2가 125-15,35.09152058,129.0410329,2.4747847,20231230
584,25,s1,부산 임시수도 정부청사,지하철(1호선),괴정역,,4번출구,부산광역시 사하구 괴정동 934-3,35.09995372,128.9930134,2.4756859,20231230
585,25,s1,부산 임시수도 정부청사,지하철(1호선),괴정역,,3번출구,부산광역시 사하구 괴정동 934-3,35.10017301,128.9928074,2.4884269,20231230
586,25,b,부산 임시수도 정부청사,시내버스,남성한빛가든버스정류장,10-004,,부산광역시 사하구 감천동 53-20,35.08440854,129.009012,2.4912117,20231230
587,25,b,부산 임시수도 정부청사,시내버스,영도우체국버스정류장,04-008,,부산광역시 영도구 대교동2가 100-7,35.09160461,129.0416147,2.5113149,20231230
588,25,b,부산 임시수도 정부청사,시내버스,홈플러스버스정류장,04-141,,부산광역시 영도구 봉래동2가 151-1,35.09571676,129.0446494,2.5159738,20231230
589,25,b,부산 임시수도 정부청사,시내버스,영도봉래시장버스정류장,04-002,,부산광역시 영도구 봉래동2가 17593,35.09328302,129.0431482,2.5223243,20231230
590,25,b,부산 임시수도 정부청사,시내버스,크로버호텔버스정류장,,,부산광역시 사하구 괴정동 477-34,35.09617521,128.9938239,2.5372588,20231230
591,25,b,부산 임시수도 정부청사,시내버스,홈플러스버스정류장,04-142,,부산광역시 영도구 봉래동3가 181-2,35.09565001,129.0448782,2.5379932,20231230
592,25,b,부산 임시수도 정부청사,시내버스,미광APT버스정류장,,,부산광역시 영도구 봉래동3가 131-1,35.09447131,129.0442354,2.5431496,20231230
593,25,b,부산 임시수도 정부청사,시내버스,초량6동버스정류장,03-040,,부산광역시 동구 초량동 754-5,35.12428732,129.0348518,2.5497191,20231230
594,25,b,부산 임시수도 정부청사,시내버스,괴정역버스정류장,,,부산광역시 사하구 괴정동 936-5,35.09996698,128.9920025,2.5649097,20231230
595,25,b,부산 임시수도 정부청사,시내버스,초량버스정류장,03-081,,부산광역시 동구 초량동 45-16,35.11966572,129.041537,2.5773467,20231230
596,25,b,부산 임시수도 정부청사,시내버스,삼풍아파트버스정류장,10-027,,부산광역시 사하구 괴정동 487-9,35.09589294,128.9934558,2.5804128,20231230
597,25,s1,부산 임시수도 정부청사,지하철(1호선),괴정역,,1번출구,부산광역시 사하구 괴정동 934-3,35.09987554,128.9918422,2.5814017,20231230
598,25,b,부산 임시수도 정부청사,시내버스,양지마을버스정류장,,,부산광역시 사하구 괴정동 1063-33,35.10447994,128.9909421,2.5977273,20231230
599,25,b,부산 임시수도 정부청사,시내버스,봉래동로터리버스정류장,,,부산광역시 영도구 봉래동3가 107-1,35.09325441,129.0442125,2.6070484,20231230
600,25,b,부산 임시수도 정부청사,시내버스,알로이시오기념병원버스정류장,02-131,,부산광역시 서구 암남동 10-4,35.08218057,129.0128649,2.6196622,20231230
601,25,b,부산 임시수도 정부청사,시내버스,삼양슈퍼버스정류장,,,부산광역시 사하구 괴정동 485-9,35.0967131,128.9922885,2.6446459,20231230
602,25,b,부산 임시수도 정부청사,시내버스,해인정사버스정류장,,,부산광역시 사하구 괴정동 1063-103,35.10534581,128.9903527,2.6505233,20231230
603,25,b,부산 임시수도 정부청사,시내버스,감천초등학교버스정류장,10-002,,부산광역시 사하구 감천동 294-20,35.08267658,129.0092676,2.6619533,20231230
604,25,b,부산 임시수도 정부청사,시내버스,인디언모드버스정류장,,,부산광역시 영도구 남항동2가 272-6,35.08852613,129.0407906,2.6750271,20231230
605,25,b,부산 임시수도 정부청사,시내버스,교통순찰대버스정류장,04-057,,부산광역시 영도구 봉래동3가 31929,35.09353294,129.0453646,2.6830013,20231230
606,25,b,부산 임시수도 정부청사,시내버스,감천초교버스정류장,,,부산광역시 사하구 감천동 387-16,35.08342813,129.006357,2.6904791,20231230
607,26,b,부산 임시측후소 청사,시내버스,교통순찰대버스정류장,04-057,,부산광역시 영도구 봉래동3가 31929,35.09353294,129.0453646,2.3608252,20231230
608,26,b,부산 임시측후소 청사,시내버스,인디언모드버스정류장,,,부산광역시 영도구 남항동2가 272-6,35.08852613,129.0407906,2.3817781,20231230
609,26,b,부산 임시측후소 청사,시내버스,해동병원버스정류장,04-004,,부산광역시 영도구 영선동1가 23833,35.09128238,129.0442277,2.4116538,20231230
610,26,b,부산 임시측후소 청사,시내버스,초량버스정류장,03-081,,부산광역시 동구 초량동 45-16,35.11966572,129.041537,2.4171165,20231230
611,26,b,부산 임시측후소 청사,시내버스,감천사거리버스정류장,,,부산광역시 사하구 감천동 468-22,35.08786851,129.0052851,2.419524,20231230
612,26,b,부산 임시측후소 청사,시내버스,감천우체국버스정류장,10-006,,부산광역시 사하구 감천동 468-1,35.08776166,129.0052641,2.4296986,20231230
613,26,b,부산 임시측후소 청사,시내버스,초량6동버스정류장,03-040,,부산광역시 동구 초량동 754-5,35.12428732,129.0348518,2.4872205,20231230
614,26,b,부산 임시측후소 청사,시내버스,교양당서점버스정류장,,,부산광역시 영도구 영선동2가 31533,35.08865201,129.0427819,2.4993594,20231230
615,26,b,부산 임시측후소 청사,시내버스,괴정시장버스정류장,10-032,,부산광역시 사하구 괴정동 429-50,35.10083476,128.9956341,2.5083315,20231230
616,26,b,부산 임시측후소 청사,시내버스,남항시장버스정류장,04-022,,부산광역시 영도구 영선동2가 32234,35.08834429,129.0426259,2.512949,20231230
617,26,b,부산 임시측후소 청사,시내버스,남성한빛가든버스정류장,10-004,,부산광역시 사하구 감천동 53-20,35.08440854,129.009012,2.5346885,20231230
618,26,b,부산 임시측후소 청사,시내버스,영선아랫교차로버스정류장,04-026,,부산광역시 영도구 영선동3가 10-25,35.08626969,129.0403405,2.5450053,20231230
619,26,b,부산 임시측후소 청사,시내버스,구성분도병원버스정류장,03-083,,부산광역시 동구 초량동 92-30,35.12252674,129.0403583,2.5861445,20231230
620,26,b,부산 임시측후소 청사,시내버스,영도초등학교버스정류장,,,부산광역시 영도구 영선동1가 128-4,35.08925466,129.0447637,2.5893375,20231230
621,26,b,부산 임시측후소 청사,시내버스,알로이시오기념병원버스정류장,02-131,,부산광역시 서구 암남동 10-4,35.08218057,129.0128649,2.6098678,20231230
622,26,b,부산 임시측후소 청사,시내버스,부일전자외국어고교버스정류장,,,부산광역시 사하구 감천동 715-1,35.08963484,129.0001162,2.6285804,20231230
623,26,b,부산 임시측후소 청사,시내버스,강남병원버스정류장,,,부산광역시 영도구 영선동2가 196-2,35.08735304,129.0437604,2.663832,20231230
624,26,b,부산 임시측후소 청사,시내버스,부산서중학교버스정류장,03-037,,부산광역시 동구 수정동 1048-35,35.12595811,129.0357769,2.6910982,20231230
625,26,b,부산 임시측후소 청사,시내버스,탑할인마트버스정류장,,,부산광역시 영도구 영선동2가 222-1,35.08675029,129.0434571,2.6920592,20231230
626,26,b,부산 임시측후소 청사,시내버스,감천초등학교버스정류장,10-002,,부산광역시 사하구 감천동 294-20,35.08267658,129.0092676,2.6925401,20231230
627,26,b,부산 임시측후소 청사,시내버스,한성맨션버스정류장,04-060,,부산광역시 영도구 봉래동5가 26024,35.09450751,129.0501159,2.6985542,20231230
628,27,b,부산 초원복국,시내버스,남강시장버스정류장,,,부산광역시 남구 감만동 12114,35.1237526,129.0871058,2.3131971,20231230
629,27,b,부산 초원복국,시내버스,대연고개버스정류장,07-059,,부산광역시 남구 대연동 1879,35.13446441,129.0807678,2.3145457,20231230
630,27,s2,부산 초원복국,지하철(2호선),광안역,,,부산광역시 수영구 광안동 205,35.1579831,129.1131587,2.3422075,20231230
631,27,b,부산 초원복국,시내버스,대연고개버스정류장,07-057,,부산광역시 남구 대연동 1879,35.13426991,129.0802586,2.3637426,20231230
632,27,b,부산 초원복국,시내버스,광안역버스정류장,14-062,,부산광역시 수영구 광안동 142-38,35.15822403,129.1134013,2.3741677,20231230
633,27,b,부산 초원복국,시내버스,부경대용당캠퍼스버스정류장,07-114,,부산광역시 남구 용당동 산125-5,35.11797128,129.0957174,2.3885939,20231230
634,27,b,부산 초원복국,시내버스,태평양아파트버스정류장,,,부산광역시 남구 대연동 1778-1,35.13853189,129.0794018,2.410746,20231230
635,27,b,부산 초원복국,시내버스,세종타워빌라버스정류장,,,부산광역시 수영구 광안동 546-3,35.15956117,129.1073607,2.4263553,20231230
636,27,b,부산 초원복국,시내버스,광안역버스정류장,14-059,,부산광역시 수영구 광안동 566-5,35.15923679,129.1132659,2.4788857,20231230
637,27,b,부산 초원복국,시내버스,국제아파트버스정류장,,,부산광역시 남구 감만동 3-31,35.12261012,129.0858355,2.48422,20231230
638,27,b,부산 초원복국,시내버스,광안역버스정류장,14-061,,부산광역시 수영구 광안동 141-5,35.15924264,129.1136188,2.4883733,20231230
639,27,b,부산 초원복국,시내버스,국제아파트버스정류장,,,부산광역시 남구 감만동 1-20,35.12254906,129.0856791,2.4992785,20231230
640,27,b,부산 초원복국,시내버스,성지공고버스정류장,,,부산광역시 남구 우암동 109-3,35.1270677,129.0814181,2.5243838,20231230
641,27,b,부산 초원복국,시내버스,광안농협앞버스정류장,14-067,,부산광역시 수영구 광안동 157-1,35.15763653,129.1200084,2.5542955,20231230
642,27,b,부산 초원복국,시내버스,광안어린이집버스정류장,,,부산광역시 수영구 광안동 526-3,35.16088096,129.1074809,2.5734894,20231230
643,27,b,부산 초원복국,시내버스,광안어린이집버스정류장,,,부산광역시 수영구 광안동 531-4,35.16088302,129.1076106,2.5744048,20231230
644,27,b,부산 초원복국,시내버스,용당동버스정류장,07-116,,부산광역시 남구 용당동 128-19,35.11608868,129.0951662,2.6012343,20231230
645,27,b,부산 초원복국,시내버스,외국어대학교버스정류장,07-097,,부산광역시 남구 감만동 2-17,35.12263107,129.0836477,2.6323099,20231230
646,27,b,부산 초원복국,시내버스,부산외국어대학교버스정류장,,,부산광역시 남구 감만동 17-16,35.1225682,129.0834226,2.6525286,20231230
647,27,b,부산 초원복국,시내버스,대유그린빌라버스정류장,,,부산광역시 남구 감만동 3-407,35.12010384,129.0860071,2.6706154,20231230
648,28,b,부산 하이원 샵,시내버스,YMCA버스정류장,03-097,,부산광역시 동구 초량동 1143-16,35.12535526,129.0451057,2.3035936,20231230
649,28,b,부산 하이원 샵,시내버스,성지교회버스정류장,,,부산광역시 남구 우암동 163-9,35.12542171,129.0767489,2.3263464,20231230
650,28,b,부산 하이원 샵,시내버스,롯데캐슬스카이버스정류장,05-337,,부산광역시 부산진구 전포동 587,35.16292431,129.065189,2.3957565,20231230
651,28,b,부산 하이원 샵,시내버스,자연대R버스정류장,,,부산광역시 부산진구 가야동 467,35.14339709,129.0341712,2.4172862,20231230
652,28,b,부산 하이원 샵,시내버스,대연정보고버스정류장,,,부산광역시 남구 대연동 1535-8,35.13780981,129.0869344,2.4265932,20231230
653,28,b,부산 하이원 샵,시내버스,한신아파트버스정류장,,,부산광역시 부산진구 전포동 170-1,35.16316268,129.0659081,2.4338063,20231230
654,28,b,부산 하이원 샵,시내버스,감로사버스정류장,,,부산광역시 부산진구 전포동 33-425,35.16259811,129.0689103,2.441702,20231230
655,28,b,부산 하이원 샵,시내버스,가야여중버스정류장,05-132,,부산광역시 부산진구 가야동 463-9,35.1478012,129.0346978,2.4575246,20231230
656,28,b,부산 하이원 샵,시내버스,항도중학교버스정류장,,,부산광역시 부산진구 전포동 578-1,35.16354229,129.0649849,2.4604616,20231230
657,28,b,부산 하이원 샵,시내버스,가야여중버스정류장,,,부산광역시 부산진구 가야동 464-28,35.14773453,129.0346157,2.4626697,20231230
658,28,b,부산 하이원 샵,시내버스,한신아파트후문버스정류장,,,부산광역시 부산진구 전포동 164-8,35.16332866,129.0670239,2.4735965,20231230
659,28,b,부산 하이원 샵,시내버스,가야여중버스정류장,,,부산광역시 부산진구 가야동 464-78,35.14792521,129.0345165,2.4771899,20231230
660,28,b,부산 하이원 샵,시내버스,부산은행버스정류장,,,부산광역시 부산진구 부전동 1-22,35.16390466,129.0635945,2.4835776,20231230
661,28,b,부산 하이원 샵,시내버스,못골시장버스정류장,,,부산광역시 남구 대연동 1281-32,35.13595213,129.0871079,2.4870319,20231230
662,28,b,부산 하이원 샵,시내버스,성지공고버스정류장,,,부산광역시 남구 우암동 109-3,35.1270677,129.0814181,2.4908708,20231230
663,28,b,부산 하이원 샵,시내버스,못골4거리버스정류장,,,부산광역시 남구 대연동 1758-16,35.13513762,129.0869839,2.5010457,20231230
664,28,b,부산 하이원 샵,시내버스,동의대입구버스정류장,,,부산광역시 부산진구 가야동 459-41,35.14718712,129.0339633,2.5042729,20231230
665,28,b,부산 하이원 샵,시내버스,뉴서울아파트버스정류장,,,부산광역시 남구 우암동 20090,35.12527294,129.0795393,2.5056452,20231230
666,28,b,부산 하이원 샵,시내버스,가남시장버스정류장,05-134,,부산광역시 부산진구 가야동 427-13,35.14959033,129.0345928,2.528661,20231230
667,28,b,부산 하이원 샵,시내버스,가남시장버스정류장,,,부산광역시 부산진구 가야동 427-13,35.14965897,129.0345909,2.5314812,20231230
668,28,b,부산 하이원 샵,시내버스,부산진구청버스정류장,,,부산광역시 부산진구 부암동 93,35.16373128,129.0528866,2.550336,20231230
669,28,b,부산 하이원 샵,시내버스,동천고버스정류장,,,부산광역시 남구 대연동 1501-13,35.14118971,129.0888018,2.5581532,20231230
670,28,b,부산 하이원 샵,시내버스,경남여중버스정류장,03-085,,부산광역시 동구 수정동 367-55,35.12418992,129.0423668,2.5615623,20231230
671,28,b,부산 하이원 샵,시내버스,가야파출소버스정류장,,,부산광역시 부산진구 가야동 271-39,35.15398106,129.0368283,2.5625214,20231230
672,28,b,부산 하이원 샵,시내버스,가야1치안센터버스정류장,05-137,,부산광역시 부산진구 가야동 375-3,35.15427857,129.0370572,2.5628408,20231230
673,28,b,부산 하이원 샵,시내버스,미진마트버스정류장,,,부산광역시 부산진구 가야동 343-15,35.15239798,129.0356934,2.5641403,20231230
674,28,b,부산 하이원 샵,시내버스,못골시장버스정류장,07-060,,부산광역시 남구 대연동 1756-27,35.13475423,129.0875848,2.5658696,20231230
675,28,b,부산 하이원 샵,시내버스,미진마트버스정류장,05-007,,부산광역시 부산진구 가야동 343-24,35.15208522,129.0354721,2.5661435,20231230
676,28,b,부산 하이원 샵,시내버스,서원유통버스정류장,,,부산광역시 남구 대연동 1509-3,35.13813602,129.0887712,2.5853036,20231230
677,28,b,부산 하이원 샵,시내버스,진양교차로버스정류장,05-157,,부산광역시 부산진구 부암동 228-28,35.16258876,129.0481677,2.5863978,20231230
678,28,b,부산 하이원 샵,시내버스,가야3동사무소버스정류장,,,부산광역시 부산진구 가야동 454-47,35.14945873,129.033807,2.590876,20231230
679,28,b,부산 하이원 샵,시내버스,경주식육점버스정류장,,,부산광역시 부산진구 전포동 160-6,35.16444453,129.0672929,2.5999613,20231230
680,28,b,부산 하이원 샵,시내버스,부산진구청버스정류장,05-166,,부산광역시 부산진구 범전동 377-11,35.16444267,129.0540024,2.6009071,20231230
681,28,s4,부산 하이원 샵,광역전철(동해선),부전역,,2번출구,부산광역시 부산진구 부전동 280-76,35.16519671,129.0602984,2.6132451,20231230
682,28,b,부산 하이원 샵,시내버스,진구청버스정류장,,,부산광역시 부산진구 범전동 377-6,35.16456861,129.0538631,2.6174941,20231230
683,28,b,부산 하이원 샵,시내버스,부암초등학교버스정류장,05-160,,부산광역시 부산진구 부암동 257,35.16355778,129.0498978,2.6208189,20231230
684,28,b,부산 하이원 샵,시내버스,메리움웨딩타운버스정류장,,,부산광역시 부산진구 부암동 25324,35.16379433,129.0506111,2.6219042,20231230
685,28,b,부산 하이원 샵,시내버스,진양교차로버스정류장,05-156,,부산광역시 부산진구 부암동 206-8,35.16230656,129.0466571,2.6221838,20231230
686,28,b,부산 하이원 샵,시내버스,프랑스문화원버스정류장,03-090,,부산광역시 동구 초량동 1142,35.12267317,129.0435823,2.6250539,20231230
687,28,b,부산 하이원 샵,시내버스,구침례병원버스정류장,03-092,,부산광역시 동구 초량동 1163-6,35.12229969,129.0438678,2.6435405,20231230
688,28,b,부산 하이원 샵,시내버스,동성하이타운버스정류장,,,부산광역시 남구 대연동 1204-145,35.13310247,129.087806,2.6457477,20231230
689,28,b,부산 하이원 샵,시내버스,범전아파트버스정류장,,,부산광역시 부산진구 범전동 15797,35.16591893,129.0613801,2.6940915,20231230
690,29,b,부산 해운대암소갈비집,시내버스,수영만요트경기장버스정류장,,,부산광역시 해운대구 우동 1393,35.16190111,129.1404306,2.3540043,20231230
691,30,b,부산 효성어묵,시내버스,롯데캐슬상가앞버스정류장,10-221,,부산광역시 사하구 다대동 1624,35.05745419,128.9630613,2.3135487,20231230
692,30,b,부산 효성어묵,시내버스,사하경찰서버스정류장,,,부산광역시 사하구 신평동 569-31,35.08526327,128.9795605,2.326209,20231230
693,30,b,부산 효성어묵,시내버스,하남초등교버스정류장,,,부산광역시 사하구 신평동 599-7,35.09807716,128.960157,2.3310581,20231230
694,30,b,부산 효성어묵,시내버스,신평놀이터버스정류장,,,부산광역시 사하구 신평동 552,35.08951109,128.9769894,2.3462766,20231230
695,30,b,부산 효성어묵,시내버스,신평버스정류장,10-126,,부산광역시 사하구 신평동 161-175,35.0929863,128.9735391,2.3634507,20231230
696,30,b,부산 효성어묵,시내버스,2주공아파트버스정류장,,,부산광역시 사하구 다대동 93,35.06873788,128.9798234,2.3839221,20231230
697,30,b,부산 효성어묵,시내버스,주공2지구버스정류장,10-171,,부산광역시 사하구 다대동 30133,35.06771184,128.9793866,2.3967549,20231230
698,30,b,부산 효성어묵,시내버스,하남초등학교버스정류장,10-111,,부산광역시 사하구 신평동 589-5,35.09882303,128.9589631,2.3976843,20231230
699,30,b,부산 효성어묵,시내버스,한신아파트버스정류장,,,부산광역시 사하구 신평동 437,35.0976518,128.9654367,2.4134106,20231230
700,30,b,부산 효성어묵,시내버스,신평버스정류장,10-125,,부산광역시 사하구 신평동 7,35.09357954,128.973749,2.4249809,20231230
701,30,b,부산 효성어묵,시내버스,하남초등학교버스정류장,10-110,,부산광역시 사하구 하단동 1181-2,35.09910341,128.9589879,2.4289107,20231230
702,30,b,부산 효성어묵,시내버스,삼경아파트버스정류장,,,부산광역시 사하구 장림동 60-20,35.07676788,128.9832339,2.4914768,20231230
703,30,b,부산 효성어묵,시내버스,다대푸르지오아파트버스정류장,10-177,,부산광역시 사하구 다대동 1449-1,35.06058984,128.9742042,2.5066342,20231230
704,30,b,부산 효성어묵,시내버스,다대1동주민센터버스정류장,10-180,,부산광역시 사하구 다대동 1203,35.05913259,128.972024,2.5085273,20231230
705,30,b,부산 효성어묵,시내버스,주공1지구버스정류장,,,부산광역시 사하구 다대동 293-1,35.0608606,128.9750491,2.5365457,20231230
706,30,b,부산 효성어묵,시내버스,다대현대아파트버스정류장,10-175,,부산광역시 사하구 다대동 113-11,35.06226821,128.9771549,2.5667758,20231230
707,30,b,부산 효성어묵,시내버스,다대현대아파트버스정류장,10-176,,부산광역시 사하구 다대동 120-1,35.06161587,128.9766151,2.5787472,20231230
708,30,s1,부산 효성어묵,지하철(1호선),다대포항역,,1번출구,부산광역시 사하구 다대동 909-2,35.05712274,128.9708216,2.6346201,20231230
709,30,b,부산 효성어묵,시내버스,구평고물상버스정류장,,,부산광역시 사하구 장림동 1-2,35.07428638,128.9849524,2.6695639,20231230
710,30,b,부산 효성어묵,시내버스,가락타운23단지버스정류장,10-109,,부산광역시 사하구 하단동 1175,35.1013598,128.9580534,2.6705706,20231230
711,30,b,부산 효성어묵,시내버스,다대초등학교버스정류장,10-179,,부산광역시 사하구 다대동 239-1,35.05876629,128.974723,2.6912252,20231230
712,30,b,부산 효성어묵,시내버스,가락타운23단지버스정류장,10-108,,부산광역시 사하구 하단동 1176,35.10156198,128.9582899,2.6946656,20231230
713,31,s1,부산대학교 구 본관,지하철(1호선),두실역,,3번출구,부산광역시 금정구 구서동 262,35.25678147,129.0912128,2.3807134,20231230
714,31,b,부산대학교 구 본관,시내버스,선경3차아파트버스정류장,11-047,,부산광역시 금정구 구서동 654-52,35.25808036,129.0876327,2.4297418,20231230
715,31,b,부산대학교 구 본관,시내버스,교통초교버스정류장,,,부산광역시 동래구 명륜동 12-16,35.21523149,129.0881737,2.4488154,20231230
716,31,s1,부산대학교 구 본관,지하철(1호선),두실역,,7번출구,부산광역시 금정구 구서동 262,35.25769512,129.0912071,2.4761012,20231230
717,31,b,부산대학교 구 본관,시내버스,수원지버스정류장,,,부산광역시 금정구 오륜동 산137-2,35.24904547,129.1050828,2.495622,20231230
718,31,b,부산대학교 구 본관,시내버스,공해부락버스정류장,,,부산광역시 금정구 금성동 881-5,35.24423337,129.0559913,2.518115,20231230
719,31,b,부산대학교 구 본관,시내버스,두실역버스정류장,11-045,,부산광역시 금정구 구서동 163-25,35.25837599,129.0911671,2.5464509,20231230
720,31,b,부산대학교 구 본관,시내버스,유락여중버스정류장,,,부산광역시 동래구 온천동 1773-14,35.21385081,129.0762812,2.5952644,20231230
721,31,s1,부산대학교 구 본관,지하철(1호선),명륜역,,3번출구,부산광역시 동래구 온천동 489-4,35.21308009,129.0798041,2.6344051,20231230
722,31,s1,부산대학교 구 본관,지하철(1호선),명륜역,,4번출구,부산광역시 동래구 명륜동 489-4,35.21288746,129.0802428,2.6528731,20231230
723,31,b,부산대학교 구 본관,시내버스,명륜역버스정류장,06-035,,부산광역시 동래구 온천동 473-9,35.21287798,129.0787932,2.6657034,20231230
724,31,b,부산대학교 구 본관,시내버스,명륜역버스정류장,06-034,,부산광역시 동래구 온천동 1750-1,35.21270251,129.0795619,2.6780883,20231230
725,32,b,부산영화체험박물관,시내버스,청학고개버스정류장,04-112,,부산광역시 영도구 청학동 268-39,35.09400187,129.0570682,2.3006166,20231230
726,32,b,부산영화체험박물관,시내버스,신선초교입구버스정류장,,,부산광역시 영도구 신선동3가 100-3,35.08356309,129.0464192,2.3293272,20231230
